�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉
2020-10-13,'002032,劼 眼 嫌,76.58,77.5,76.23,77.3,77.18,-0.6,-0.7774,0.2484,1520218,116494163.69,62878601998.8,46873261461.9
2020-10-12,'002032,劼 眼 嫌,77.18,77.21,76.16,76.8,77.0,0.18,0.2338,0.6241,3819854,293220227.88,63371252314.8,47240510833.5
2020-10-09,'002032,劼 眼 嫌,77.0,80.56,76.76,79.0,79.0,-2.0,-2.5316,0.4453,2725832,211275026.04,63223457220.0,47130336022.0
2020-09-30,'002032,劼 眼 嫌,79.0,80.34,78.02,78.75,78.58,0.42,0.5345,0.1722,1054228,83389782.43,64865624940.0,48354500594.0
2020-09-29,'002032,劼 眼 嫌,78.58,78.86,76.68,77.39,77.01,1.57,2.0387,0.1663,1017813,79253943.59,64520769718.8,48097426033.9
2020-09-28,'002032,劼 眼 嫌,77.01,79.28,76.8,78.78,78.77,-1.76,-2.2344,0.1873,1146554,89152692.37,63231668058.6,47136456844.9
2020-09-25,'002032,劼 眼 嫌,78.77,79.78,77.8,78.4,78.65,0.12,0.1526,0.2149,1315545,103716504.73,64676775652.2,48213721668.2
2020-09-24,'002032,劼 眼 嫌,78.65,79.28,77.46,77.46,78.09,0.56,0.7171,0.2262,1384686,108867555.09,64578245589.0,48140271793.9
2020-09-23,'002032,劼 眼 嫌,78.09,79.77,77.62,78.7,78.1,-0.01,-0.0128,0.201,1230090,96660265.31,64118438627.4,47797505713.7
2020-09-22,'002032,劼 眼 嫌,78.1,79.25,77.41,77.83,78.22,-0.12,-0.1534,0.1459,893029,70044529.75,64126649466.0,47803626536.6
2020-09-21,'002032,劼 眼 嫌,78.22,79.9,77.7,79.29,79.2,-0.98,-1.2374,0.1901,1163557,91545842.03,64225179529.2,47877076410.9
2020-09-18,'002032,劼 眼 嫌,79.2,81.2,78.6,80.02,81.0,-1.8,-2.2222,0.2815,1722931,136629570.26,65029841712.0,48476917051.2
2020-09-17,'002032,劼 眼 嫌,81.0,81.0,78.57,79.66,79.66,1.34,1.6821,0.1506,921586,73647646.94,66507792660.0,49578665166.0
2020-09-16,'002032,劼 眼 嫌,79.66,81.38,79.18,80.87,81.11,-1.45,-1.7877,0.1246,762914,61069957.85,65407540287.6,48758474902.8
2020-09-15,'002032,劼 眼 嫌,81.11,82.0,80.09,81.0,81.0,0.11,0.1358,0.1669,1021429,82806373.17,66598111884.6,49645994217.5
2020-09-14,'002032,劼 眼 嫌,81.0,81.19,78.02,80.0,79.31,1.69,2.1309,0.1625,994701,79675889.95,66507792660.0,49578665166.0
2020-09-11,'002032,劼 眼 嫌,79.31,79.6,77.5,78.5,79.2,0.11,0.1389,0.1294,792221,62532926.73,65120160936.6,48544246102.7
2020-09-10,'002032,劼 眼 嫌,79.2,80.75,78.5,79.0,78.5,0.7,0.8917,0.2045,1251741,99662602.75,65029841712.0,48476917051.2
2020-09-09,'002032,劼 眼 嫌,78.5,80.84,78.5,80.44,80.88,-2.38,-2.9426,0.2154,1318257,104315516.21,64455083010.0,48048459451.0
2020-09-08,'002032,劼 眼 嫌,80.88,81.59,80.42,81.35,81.6,-0.72,-0.8824,0.1791,1096322,88696456.97,66409262596.8,49505215291.7
2020-09-07,'002032,劼 眼 嫌,81.6,84.5,81.25,83.0,83.29,-1.69,-2.0291,0.2037,1247067,103320138.75,67000442976.0,49945914537.6
2020-09-04,'002032,劼 眼 嫌,83.29,83.9,81.33,82.28,83.29,0.0,0.0,0.267,1634528,135230950.22,68388074699.4,50980333600.9
2020-09-03,'002032,劼 眼 嫌,83.29,85.5,82.88,83.02,82.72,0.57,0.6891,0.3591,2197871,185304136.1,68388074699.4,50980333600.9
2020-09-02,'002032,劼 眼 嫌,82.72,83.58,81.8,81.86,82.53,0.19,0.2302,0.3364,2059302,170591706.42,67920056899.2,50631446697.9
2020-09-01,'002032,劼 眼 嫌,82.53,84.01,81.02,83.41,84.75,-2.22,-2.6195,0.4331,2651103,218072475.14,67764050965.8,50515151063.6
2020-08-31,'002032,劼 眼 嫌,84.75,85.0,82.21,83.11,83.0,1.75,2.1084,0.3662,2241377,188506387.59,69586857135.0,51873973738.5
2020-08-28,'002032,劼 眼 嫌,83.0,84.25,81.74,81.98,81.74,1.26,1.5415,0.3284,2009797,166713402.35,68149960380.0,50802829738.0
2020-08-27,'002032,劼 眼 嫌,81.74,81.79,80.11,81.49,80.91,0.83,1.0258,0.1424,871686,70701262.55,67115394716.4,50031606057.6
2020-08-26,'002032,劼 眼 嫌,80.91,83.2,80.05,81.98,81.74,-0.83,-1.0154,0.1975,1208864,98213411.52,66433895112.6,49523577760.3
2020-08-25,'002032,劼 眼 嫌,81.74,85.12,81.13,83.28,82.7,-0.96,-1.1608,0.267,1634518,135135164.15,67115394716.4,50031606057.6
2020-08-24,'002032,劼 眼 嫌,82.7,84.35,82.07,83.84,83.5,-0.8,-0.9581,0.1946,1190830,98716725.1,67903635222.0,50619205052.2
2020-08-21,'002032,劼 眼 嫌,83.5,83.6,80.5,80.95,81.35,2.15,2.6429,0.1869,1143860,94741688.81,68560502310.0,51108870881.0
2020-08-20,'002032,劼 眼 嫌,81.35,84.32,80.0,84.32,83.1,-1.75,-2.1059,0.3022,1849573,151170781.25,66795172011.0,49792893966.1
2020-08-19,'002032,劼 眼 嫌,83.1,84.77,83.1,84.6,83.99,-0.89,-1.0596,0.2166,1325547,111070471.63,68232068766.0,50864037966.6
2020-08-18,'002032,劼 眼 嫌,83.99,85.2,83.51,84.43,84.62,-0.63,-0.7445,0.3174,1942974,163973224.51,68962833401.4,51408791201.1
2020-08-17,'002032,劼 眼 嫌,84.62,85.53,83.52,84.99,84.6,0.02,0.0236,0.1938,1186005,100433622.28,69480116233.2,51794403041.3
2020-08-14,'002032,劼 眼 嫌,84.6,84.77,81.05,81.05,81.03,3.57,4.4058,0.3433,2101040,175660097.17,69463694556.0,51782161395.6
2020-08-13,'002032,劼 眼 嫌,81.03,81.88,79.12,79.83,78.82,2.21,2.8039,0.2285,1398418,112958130.28,66532425175.8,49597027634.6
2020-08-12,'002032,劼 眼 嫌,78.82,80.55,77.34,80.55,81.12,-2.3,-2.8353,0.3475,2127177,167263634.73,64717829845.2,48244325782.5
2020-08-11,'002032,劼 眼 嫌,81.12,83.46,80.5,81.22,81.11,0.01,0.0123,0.2499,1529583,125467856.45,66606322723.2,49652115040.3
2020-08-10,'002032,劼 眼 嫌,81.11,81.8,79.01,80.24,81.1,0.01,0.0123,0.2669,1633665,131971320.72,66598111884.6,49645994217.5
2020-08-07,'002032,劼 眼 嫌,81.1,82.5,78.7,82.29,83.54,-2.44,-2.9208,0.351,2148594,172951910.43,66589901046.0,49639873394.6
2020-08-06,'002032,劼 眼 嫌,83.54,84.2,80.36,83.38,84.2,-0.66,-0.7838,0.5385,3295786,271697421.8,68593345664.4,51133354172.4
2020-08-05,'002032,劼 眼 嫌,84.2,84.79,82.23,83.25,84.33,-0.13,-0.1542,0.2675,1637331,136508175.93,69135261012.0,51537328481.2
2020-08-04,'002032,劼 眼 嫌,84.33,85.63,83.0,84.1,84.79,-0.46,-0.5425,0.3497,2140317,180724347.74,69242001913.8,51616899178.4
2020-08-03,'002032,劼 眼 嫌,84.79,85.88,83.7,84.38,84.81,-0.02,-0.0236,0.3366,2060184,174398229.14,69622757168.9,51898457029.9
2020-07-31,'002032,劼 眼 嫌,84.81,87.0,83.66,84.8,85.28,-0.47,-0.5511,0.3601,2204414,187765874.27,69639179567.1,51910698675.7
2020-07-30,'002032,劼 眼 嫌,85.28,85.68,83.3,84.99,85.7,-0.42,-0.4901,0.2913,1783124,151126796.33,70025105924.8,52198377350.1
2020-07-29,'002032,劼 眼 嫌,85.7,87.3,83.5,84.3,85.11,0.59,0.6932,0.3272,2002707,171550124.26,70369976287.0,52455451910.2
2020-07-28,'002032,劼 眼 嫌,85.11,86.0,83.05,85.5,85.53,-0.42,-0.4911,0.2663,1629679,138162022.92,69885515540.1,52094323361.5
2020-07-27,'002032,劼 眼 嫌,85.53,88.2,83.35,83.99,84.0,1.53,1.8214,0.4691,2871551,247400813.09,70230385902.3,52351397921.6
2020-07-24,'002032,劼 眼 嫌,84.0,88.8,83.0,85.0,84.7,-0.7,-0.8264,0.4845,2965424,253002075.32,68974072440.0,51414912024.0
2020-07-23,'002032,劼 眼 嫌,84.7,85.99,79.5,79.94,80.6,4.1,5.0868,0.4601,2815978,236425313.56,69548856377.0,51843369624.2
2020-07-22,'002032,劼 眼 嫌,80.6,81.27,79.29,79.5,79.81,0.79,0.9899,0.2026,1240013,100014352.79,66182264746.0,49333832251.6
2020-07-21,'002032,劼 眼 嫌,79.81,80.0,77.22,78.0,78.25,1.56,1.9936,0.3409,2086736,165221809.23,65533580017.1,48850287245.7
2020-07-20,'002032,劼 眼 嫌,78.25,79.8,77.18,79.01,78.88,-0.63,-0.7987,0.335,2050374,160403556.12,64252632957.5,47895438879.5
2020-07-17,'002032,劼 眼 嫌,78.88,79.97,76.41,78.28,77.5,1.38,1.7806,0.2796,1711304,133044593.89,64769938500.8,48281050719.7
2020-07-16,'002032,劼 眼 嫌,77.5,82.37,77.3,82.2,82.2,-4.7,-5.7178,0.3222,1972062,157231771.43,63636793025.0,47436377165.0
2020-07-15,'002032,劼 眼 嫌,82.2,85.5,80.58,83.61,84.0,-1.8,-2.1429,0.3841,2350989,194389781.84,67496056602.0,50313163909.2
2020-07-14,'002032,劼 眼 嫌,84.0,86.17,75.72,81.8,81.39,2.61,3.2068,0.4386,2684711,219282352.62,68974072440.0,51414912024.0
2020-07-13,'002032,劼 眼 嫌,81.39,82.29,76.38,76.8,76.73,4.66,6.0732,0.4149,2539277,203388618.27,66830949474.9,49817377257.5
2020-07-10,'002032,劼 眼 嫌,76.73,78.33,76.03,77.31,77.9,-1.17,-1.5019,0.2909,1780631,136766717.85,63004530694.3,46965073804.8
2020-07-09,'002032,劼 眼 嫌,77.9,78.6,76.6,78.0,78.02,-0.12,-0.1538,0.3522,2155673,167493162.2,63965240989.0,47681210079.4
2020-07-08,'002032,劼 眼 嫌,78.02,80.0,77.1,78.5,78.75,-0.73,-0.927,0.2571,1573592,123041951.15,64063775378.2,47754659953.7
2020-07-07,'002032,劼 眼 嫌,78.75,80.2,76.8,77.08,77.08,1.67,2.1666,0.407,2491146,195978257.18,64663192912.5,48201480022.5
2020-07-06,'002032,劼 眼 嫌,77.08,77.45,75.3,75.48,75.47,1.61,2.1333,0.3637,2226295,170467542.8,63291922662.8,47179302604.9
2020-07-03,'002032,劼 眼 嫌,75.47,79.67,74.31,75.95,75.85,-0.38,-0.501,0.689,4217221,322955202.58,61969919607.7,46193850124.4
2020-07-02,'002032,劼 眼 嫌,75.85,75.99,71.85,72.4,72.13,3.72,5.1574,0.6516,3988076,298167457.9,62281945173.5,46426441393.1
2020-07-01,'002032,劼 眼 嫌,72.13,72.3,70.28,71.45,71.0,1.13,1.5915,0.2844,1740755,124632111.89,59227379108.3,44149495289.2
2020-06-30,'002032,劼 眼 嫌,71.0,72.94,70.28,71.6,70.59,0.41,0.5808,0.2901,1775547,126871171.68,58299513610.0,43457842306.0
2020-06-29,'002032,劼 眼 嫌,70.59,71.41,69.01,69.6,69.61,0.98,1.4078,0.3957,2421944,171148988.08,57962854446.9,43206888568.7
2020-06-24,'002032,劼 眼 嫌,69.61,70.9,68.99,69.52,69.18,0.43,0.6216,0.2787,1706033,118777547.08,57158156935.1,42607047928.5
2020-06-23,'002032,劼 眼 嫌,69.18,69.72,66.9,67.31,67.57,1.61,2.3827,0.4552,2785921,191874370.77,56805075373.8,42343852545.5
2020-06-22,'002032,劼 眼 嫌,68.89,69.7,68.06,68.38,68.38,0.51,0.7458,0.2653,1623936,111976841.05,56566950599.9,42166348682.5
2020-06-19,'002032,劼 眼 嫌,68.38,68.66,67.0,67.26,67.26,1.12,1.6652,0.3621,2216645,151326187.47,56148179445.8,41854186716.7
2020-06-18,'002032,劼 眼 嫌,67.26,67.72,66.88,67.64,67.71,-0.45,-0.6646,0.1662,1017151,68377151.15,55228525146.6,41168654556.4
2020-06-17,'002032,劼 眼 嫌,67.71,68.66,67.28,68.58,68.0,-0.29,-0.4265,0.2074,1269556,86101976.19,55598029106.1,41444091585.1
2020-06-16,'002032,劼 眼 嫌,68.0,68.2,67.16,67.2,66.66,1.34,2.0102,0.2615,1600774,108696103.82,55836153880.0,41621595448.0
2020-06-15,'002032,劼 眼 嫌,66.66,68.0,66.38,67.8,67.98,-1.32,-1.9417,0.2589,1584982,106311368.42,54735853200.6,40801405184.8
2020-06-12,'002032,劼 眼 嫌,67.98,68.25,66.18,66.9,68.13,-0.15,-0.2202,0.3024,1850792,124644802.22,55819731481.8,41609353802.3
2020-06-11,'002032,劼 眼 嫌,68.13,70.11,67.94,70.01,69.42,-1.29,-1.8583,0.2251,1378009,94548036.4,55942899468.3,41701166145.2
2020-06-10,'002032,劼 眼 嫌,69.42,69.88,68.41,68.94,68.93,0.49,0.7109,0.2676,1637996,113481266.26,57002144152.2,42490752294.1
2020-06-09,'002032,劼 眼 嫌,68.93,69.18,67.26,67.95,67.83,1.1,1.6217,0.3518,2153245,147783044.91,56599795396.3,42190831974.0
2020-06-08,'002032,劼 眼 嫌,67.83,69.5,67.3,67.52,67.5,0.33,0.4889,0.4488,2747298,187548253.23,55696563495.3,41517541459.4
2020-06-05,'002032,劼 眼 嫌,67.5,67.55,66.54,66.55,66.7,0.8,1.1994,0.2841,1738731,116575081.06,55425593925.0,41315554305.0
2020-06-04,'002032,劼 眼 嫌,66.7,67.17,66.25,66.8,66.54,0.16,0.2405,0.1966,1203193,80189221.5,54768697997.0,40825888476.2
2020-06-03,'002032,劼 眼 嫌,66.54,67.28,66.41,67.07,66.89,-0.35,-0.5232,0.2832,1733717,115814882.9,54637318811.4,40727955310.4
2020-06-02,'002032,劼 眼 嫌,66.89,68.48,66.04,68.39,67.94,-1.05,-1.5455,0.6113,3741438,249227606.32,54924710779.9,40942184110.5
2020-06-01,'002032,劼 眼 嫌,67.94,68.71,67.33,67.7,67.7,0.24,0.3545,0.4238,2593756,176569165.85,55786886685.4,41584870510.8
2020-05-29,'002032,劼 眼 嫌,67.7,67.78,66.18,66.61,67.27,0.43,0.6392,0.2786,1705480,114330351.44,55589817907.0,41437970762.2
2020-05-28,'002032,劼 眼 嫌,67.27,68.63,66.01,68.02,68.7,-1.43,-2.0815,0.316,1934301,129939852.47,55236736345.7,41174775379.2
2020-05-27,'002032,劼 眼 嫌,68.7,68.94,66.81,67.46,67.48,1.22,1.8079,0.2382,1457913,99305519.1,56410937817.0,42050053048.2
2020-05-26,'002032,劼 眼 嫌,67.48,67.8,66.51,67.0,66.51,0.97,1.4584,0.3031,1855470,124343387.41,55409171526.8,41303312659.3
2020-05-25,'002032,劼 眼 嫌,66.51,68.47,66.15,68.02,67.8,-1.29,-1.9027,0.2868,1755157,117112048.19,54612685214.1,40709592841.9
2020-05-22,'002032,劼 眼 嫌,67.8,71.28,67.6,71.1,70.76,-2.96,-4.1832,0.2767,1693848,116006133.47,55671929898.0,41499178990.8
2020-05-21,'002032,劼 眼 嫌,70.76,72.08,69.8,70.96,70.76,0.0,0.0,0.3087,1889628,133559402.84,58102444831.6,43310942557.4
2020-05-20,'002032,劼 眼 嫌,70.76,71.54,69.71,70.36,69.7,1.06,1.5208,0.4344,2659046,188146546.49,58102444831.6,43310942557.4
2020-05-19,'002032,劼 眼 嫌,69.7,70.3,69.04,69.45,69.5,0.2,0.2878,0.2792,1708949,119223336.55,57232057727.0,42662135334.2
2020-05-18,'002032,劼 眼 嫌,69.5,70.15,66.07,67.0,67.0,2.5,3.7313,0.4337,2654349,182090029.38,57067833745.0,42539718877.0
2020-05-15,'002032,劼 眼 嫌,67.0,68.51,67.0,68.51,68.55,-1.55,-2.2611,0.3079,1884575,127269025.67,55015033970.0,41009513162.0
2020-05-14,'002032,劼 眼 嫌,68.55,70.45,68.19,69.81,69.46,-0.91,-1.3101,0.2823,1727782,119006743.32,56287769830.5,41958240705.3
2020-05-13,'002032,劼 眼 嫌,69.46,70.5,68.18,69.03,69.46,0.0,0.0,0.4055,2482284,172496185.09,57034988948.6,42515235585.6
2020-05-12,'002032,劼 眼 嫌,69.46,69.8,67.72,68.56,68.56,0.9,1.3127,0.3594,2200108,151695695.78,57034988948.6,42515235585.6
2020-05-11,'002032,劼 眼 嫌,68.56,70.27,67.01,67.4,66.54,2.02,3.0358,0.7529,4608322,319046379.82,56295981029.6,41964361528.2
2020-05-08,'002032,劼 眼 嫌,66.54,67.99,66.32,66.88,66.59,-0.05,-0.0751,0.4253,2603212,173869850.9,54637318811.4,40727955310.4
2020-05-07,'002032,劼 眼 嫌,66.59,67.2,64.48,64.9,65.3,1.29,1.9755,0.5171,3165220,209589755.85,54678374806.9,40758559424.7
2020-05-06,'002032,劼 眼 嫌,65.3,65.83,63.8,65.5,65.88,-0.58,-0.8804,0.6706,4104469,265256802.87,53619130123.0,39968973275.8
2020-04-30,'002032,劼 眼 嫌,65.88,66.66,64.52,66.0,65.98,-0.1,-0.1516,0.3654,2236357,146707631.85,54095379670.8,40323981001.7
2020-04-29,'002032,劼 眼 嫌,65.98,68.18,65.93,67.0,68.5,-2.52,-3.6788,0.398,2435818,162387072.72,54177491661.8,40385189230.3
2020-04-28,'002032,劼 眼 嫌,68.5,68.5,65.66,66.86,66.99,1.51,2.2541,0.3393,2076812,139858700.4,56246713835.0,41927636591.0
2020-04-27,'002032,劼 眼 嫌,66.99,68.07,66.81,67.75,67.72,-0.73,-1.078,0.1991,1218621,81918140.92,55006822770.9,41003392339.1
2020-04-24,'002032,劼 眼 嫌,67.72,68.43,66.9,67.52,67.68,0.04,0.0591,0.1406,860672,58312370.74,55606240305.2,41450212407.9
2020-04-23,'002032,劼 眼 嫌,67.68,68.96,67.35,67.56,67.34,0.34,0.5049,0.1572,962210,65578199.8,55573395508.8,41425729116.5
2020-04-22,'002032,劼 眼 嫌,67.34,67.64,66.81,66.81,67.2,0.14,0.2083,0.1253,766660,51521583.12,55294214739.4,41217621139.2
2020-04-21,'002032,劼 眼 嫌,67.2,68.95,66.93,68.36,68.8,-1.6,-2.3256,0.2085,1276003,86052334.64,55179257952.0,41131929619.2
2020-04-20,'002032,劼 眼 嫌,68.8,69.56,68.2,69.15,68.39,0.41,0.5995,0.2286,1399320,96275496.57,56493049808.0,42111261276.8
2020-04-17,'002032,劼 眼 嫌,68.39,68.88,66.88,67.0,67.0,1.39,2.0746,0.2125,1300563,88650435.09,56156390644.9,41860307539.5
2020-04-16,'002032,劼 眼 嫌,67.0,67.37,66.26,67.18,66.74,0.26,0.3896,0.1497,916210,61211167.83,55015033970.0,41009513162.0
2020-04-15,'002032,劼 眼 嫌,66.74,68.7,66.66,67.7,67.65,-0.91,-1.3452,0.279,1707506,114940163.17,54801542793.4,40850371767.6
2020-04-14,'002032,劼 眼 嫌,67.65,68.83,66.06,68.61,68.1,-0.45,-0.6608,0.4396,2690587,180576732.58,55548761911.5,41407366647.9
2020-04-13,'002032,劼 眼 嫌,68.1,69.77,68.06,69.74,69.79,-1.69,-2.4216,0.148,905931,61913381.43,55918265871.0,41682803676.6
2020-04-10,'002032,劼 眼 嫌,69.79,70.8,69.64,70.3,70.06,-0.27,-0.3854,0.1546,946206,66446742.88,57305958518.9,42717222739.9
2020-04-09,'002032,劼 眼 嫌,70.06,70.9,69.8,70.0,70.7,-0.64,-0.9052,0.1648,1008922,70813028.96,57527660894.6,42882484957.2
2020-04-08,'002032,劼 眼 嫌,70.7,71.06,69.8,70.49,71.23,-0.53,-0.7441,0.1566,958646,67564684.05,58053177637.0,43274217620.2
2020-04-07,'002032,劼 眼 嫌,71.23,72.09,70.28,71.12,70.76,0.47,0.6642,0.1593,974813,69334163.09,58488371189.3,43598621231.8
2020-04-03,'002032,劼 眼 嫌,70.76,71.35,69.58,70.05,69.67,1.09,1.5645,0.2024,1238998,87734618.48,58102444831.6,43310942557.4
2020-04-02,'002032,劼 眼 嫌,69.67,70.0,68.05,69.44,69.44,0.23,0.3312,0.1397,855371,59439534.85,57207424129.7,42643772865.6
2020-04-01,'002032,劼 眼 嫌,69.44,70.58,68.72,69.47,69.13,0.31,0.4484,0.1745,1067819,74503814.47,57018566550.4,42502993939.8
2020-03-31,'002032,劼 眼 嫌,69.13,69.92,66.32,66.8,65.88,3.25,4.9332,0.291,1781224,122361378.44,56764019378.3,42313248431.2
2020-03-30,'002032,劼 眼 嫌,65.88,67.5,65.53,67.5,68.0,-2.12,-3.1176,0.1852,1133852,75194539.22,54095379670.8,40323981001.7
2020-03-27,'002032,劼 眼 嫌,68.0,69.0,67.85,68.46,67.67,0.33,0.4877,0.2268,1388031,95069046.04,55836153880.0,41621595448.0
2020-03-26,'002032,劼 眼 嫌,67.67,67.99,66.02,66.04,66.7,0.97,1.4543,0.2251,1378082,92949553.82,55565184309.7,41419608293.6
2020-03-25,'002032,劼 眼 嫌,66.7,67.68,65.3,67.19,65.72,0.98,1.4912,0.3662,2241465,148256953.4,54768697997.0,40825888476.2
2020-03-24,'002032,劼 眼 嫌,65.72,66.3,63.7,64.19,62.95,2.77,4.4003,0.3978,2434620,158885816.43,53964000485.2,40226047835.9
2020-03-23,'002032,劼 眼 嫌,62.95,64.86,62.66,64.28,65.6,-2.65,-4.0396,0.3921,2400067,152456273.26,51689498334.5,38530579903.7
2020-03-20,'002032,劼 眼 嫌,65.6,66.5,64.22,65.72,64.64,0.96,1.4851,0.4074,2493634,162921673.62,53865466096.0,40152597961.6
2020-03-19,'002032,劼 眼 嫌,64.64,67.31,63.55,66.47,66.8,-2.16,-3.2335,0.4442,2718955,177862943.1,53077190982.4,39564998967.0
2020-03-18,'002032,劼 眼 嫌,66.8,69.59,66.8,68.48,67.65,-0.85,-1.2565,0.2849,1743596,118602825.1,54850809988.0,40887096704.8
2020-03-17,'002032,劼 眼 嫌,67.65,69.08,66.0,66.0,66.35,1.3,1.9593,0.2989,1829548,124152037.59,55548761911.5,41407366647.9
2020-03-16,'002032,劼 眼 嫌,66.35,70.63,65.42,70.48,70.48,-4.13,-5.8598,0.3546,2170551,148132483.23,54481306028.5,40611659676.1
2020-03-13,'002032,劼 眼 嫌,70.48,71.32,67.53,68.0,70.98,-0.5,-0.7044,0.416,2546431,178539255.88,57872531256.8,43139559517.3
2020-03-12,'002032,劼 眼 嫌,70.98,71.42,70.3,71.35,71.79,-0.81,-1.1283,0.1618,990044,70095870.32,58283091211.8,43445600660.3
2020-03-11,'002032,劼 眼 嫌,71.79,73.53,71.25,73.08,72.87,-1.08,-1.4821,0.2537,1552603,111957200.58,58948198338.9,43941387311.9
2020-03-10,'002032,劼 眼 嫌,72.87,73.46,70.08,70.1,70.87,2.0,2.8221,0.2866,1754525,126996499.82,59835007841.7,44602436180.8
2020-03-09,'002032,劼 眼 嫌,70.87,71.6,69.96,71.6,72.38,-1.51,-2.0862,0.4755,2910229,205660816.49,58192768021.7,43378271608.8
2020-03-06,'002032,劼 眼 嫌,72.38,73.9,72.02,73.58,74.3,-1.92,-2.5841,0.3259,1994681,144471366.89,59432659085.8,44302515860.7
